Cod_setor,Situacao,Tipo_do_setor,V2248,V2249,V2250,V2251,V2252,V2253,V2254,V2255,V2256,V2257,V2258,V2259,V2260,V2261,V2262,V2263,V2264,V2265,V2266,V2267,V2268,V2269,V2270,V2271,V2272,V2273,V2274,V2275,V2276,V2277,V2278,V2279,V2280,V2281,V2282,V2283,V2284,V2285,V2286,V2287,V2288,V2289,V2290,V2291,V2292,V2293,V2294,V2295,V2296,V2297,V2298,V2299,V2300,V2301,V2302,V2303,V2304,V2305,V2306,V2307,V2308,V2309,V2310,V2311,V2312,V2313,V2314,V2315,V2316,V2317,V2318,V2319,V2320,V2321,V2322,V2323,V2324,V2325,V2326,V2327,V2328,V2329,V2330,V2331,V2332,V2333,V2334,V2335,V2336,V2337,V2338,V2339,V2340,V2341,V2342,V2343,V2344,V2345,V2346,V2347,V2348,V2349,V2350,V2351,V2352,V2353,V2354,V2355,V2356,V2357,V2358,V2359,V2360,V2361,V2362,V2363,V2364,V2365,V2366,V2367,V2368,V2369,V2370,V2371,V2372,V2373,V2374,V2375,V2376,V2377,V2378,V2379,V2380,V2381,V2382,V2383,V2384,V2385,V2386,V2387,V2388,V2389,V2390,V2391,V2392,V2393,V2394,V2395,V2396,V2397,V2398,V2399,V2400,V2401,V2402,V2403,V2404,V2405,V2406,V2407,V2408,V2409,V2410,V2411,V2412,V2413,V2414,V2415,V2416,V2417,V2418,V2419,V2420,V2421,V2422,V2423,V2424,V2425,V2426,V2427,V2428,V2429,V2430,V2431,V2432,V2433
250010605000001,1,0,506,348,1,6,10,13,18,22,14,22,19,17,20,17,13,17,15,16,14,15,8,8,15,11,5,11,9,4,7,12,14,9,8,10,6,6,6,3,1,3,1,2,4,1,2,5,1,1,2,3,2,5,2,0,2,6,4,2,2,2,2,5,2,4,3,2,0,2,4,1,0,1,1,0,2,0,1,2,48,94,82,61,51,46,36,10,13,13,14,13,11,8,4,2,29,11,11,5,3,3,7,2,4,3,4,6,3,4,3,0,1,6,3,2,4,4,8,2,1,1,9,6,2,3,3,7,5,3,2,6,4,2,1,3,6,3,2,2,2,4,7,6,4,5,2,5,4,7,5,7,4,3,6,8,4,4,3,7,1,5,1,5,3,4,7,3,6,1,1,15,59,19,20,12,19,21,20,16,15,26,23,28,19,18,18,15
250010605000002,1,0,782,270,0,14,11,21,20,22,28,17,28,28,21,21,17,22,19,17,18,25,20,17,19,15,22,13,16,19,16,14,14,24,16,14,9,5,5,7,5,10,5,7,9,8,5,6,9,6,2,2,6,7,2,9,5,6,6,5,2,3,5,3,3,4,1,3,2,7,0,1,1,1,2,0,1,2,0,7,66,123,100,97,85,87,49,34,37,23,28,18,13,10,5,7,40,7,6,4,8,7,1,2,1,3,1,1,2,2,5,1,0,3,3,7,2,3,3,4,3,1,2,3,4,5,2,4,5,4,3,2,0,2,4,6,0,3,1,5,1,0,4,3,6,3,5,3,2,3,3,7,7,6,1,3,1,3,1,1,4,3,3,3,3,3,2,3,0,1,1,6,65,14,11,14,15,15,18,14,10,16,16,24,10,15,7,6
250010605000003,1,0,702,200,2,12,10,15,16,17,17,18,19,15,19,19,22,23,13,14,12,11,8,21,12,9,13,8,12,13,16,11,15,9,10,12,7,7,4,9,9,15,8,8,6,16,4,4,6,8,4,8,8,4,8,4,5,4,6,6,6,5,2,5,2,4,4,5,4,3,6,1,9,3,4,6,1,1,3,17,55,86,96,66,54,64,40,49,36,32,27,24,19,22,15,17,14,8,6,1,4,0,2,0,2,0,4,1,1,1,1,2,0,1,0,1,0,1,1,1,1,0,1,1,0,1,2,3,2,1,2,3,2,1,1,2,4,7,3,4,1,6,1,1,0,6,3,3,2,2,3,1,0,3,2,6,3,5,3,5,0,6,3,5,5,3,4,2,1,0,0,22,33,4,8,4,4,3,10,9,19,14,13,12,16,22,7,22
250010605000004,8,0,627,586,0,0,7,14,11,21,20,27,32,44,35,25,30,30,31,22,13,15,10,11,16,7,15,8,5,7,10,7,12,11,8,6,5,4,6,3,1,7,4,4,2,2,7,2,4,4,2,3,8,6,2,3,7,0,4,4,1,1,4,3,3,1,0,1,1,3,0,0,1,0,1,0,0,0,2,1,32,144,151,71,51,47,29,19,17,23,16,13,6,4,3,1,44,23,31,20,23,27,14,6,7,0,5,3,3,4,5,7,4,3,9,4,7,8,8,2,10,5,6,10,5,7,10,12,11,8,9,10,9,10,6,10,9,8,5,9,9,9,3,10,10,5,6,4,8,8,12,8,4,2,2,1,4,2,1,3,2,6,4,2,1,2,1,1,3,1,1,15,141,54,20,27,35,33,50,45,40,37,38,17,12,15,7,15
250010605000005,5,0,339,226,0,2,2,2,12,17,19,21,24,24,12,16,13,12,14,11,9,3,4,6,4,0,4,5,2,7,0,4,2,4,2,2,5,6,2,7,0,2,4,4,5,4,2,6,2,2,1,6,4,1,0,1,2,2,0,3,0,3,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,18,105,67,33,15,17,17,17,19,14,5,6,4,0,0,2,20,19,11,8,7,3,3,1,0,5,1,2,0,0,2,5,2,4,2,2,1,3,1,1,1,5,1,3,4,3,7,3,5,5,3,2,1,5,1,4,4,1,1,2,4,1,0,2,6,4,4,3,2,3,2,0,2,1,4,0,0,1,0,2,1,0,5,2,0,5,2,1,1,0,1,3,65,12,5,15,7,16,23,13,12,13,14,7,4,12,5,3
250010605000006,8,0,224,104,1,2,8,5,5,11,5,11,11,9,13,7,9,8,8,6,4,9,7,3,5,3,4,1,4,2,2,1,4,0,2,2,3,1,2,4,2,2,2,3,2,0,4,2,2,1,1,1,1,3,0,0,1,0,0,1,0,2,1,0,0,0,1,1,0,2,0,0,0,1,0,1,0,1,0,4,21,47,45,29,17,9,10,13,10,7,1,4,2,3,2,4,15,7,4,2,0,0,0,1,0,1,1,0,1,1,1,1,2,0,0,2,0,0,0,3,0,3,0,0,1,1,2,0,3,0,1,0,2,2,1,2,0,1,3,1,1,3,1,1,0,0,1,3,2,1,2,1,1,0,1,0,1,0,1,1,1,2,1,1,1,1,1,1,0,0,0,9,28,2,4,5,3,5,6,7,6,5,9,3,4,6,2,9
250010605000007,8,0,242,62,5,7,6,7,6,14,8,5,9,7,10,9,10,5,11,11,5,7,2,2,1,1,2,3,4,3,3,2,3,5,7,2,4,1,3,1,0,0,1,0,0,3,2,2,2,3,2,5,4,0,0,2,4,2,4,2,3,1,1,1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,31,43,45,27,11,16,17,2,9,14,12,8,2,2,1,2,6,2,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,2,1,1,1,2,0,1,1,0,2,1,1,2,1,1,0,0,1,3,1,2,1,2,1,2,1,2,1,0,1,0,1,0,0,0,0,2,2,0,0,0,0,0,0,5,10,0,2,2,2,1,5,4,7,5,7,6,2,4,0,5
250010605000008,8,0,266,213,0,1,5,9,7,9,15,17,13,21,13,9,12,8,10,8,5,3,1,4,2,3,4,2,3,4,1,2,5,1,8,2,0,4,2,2,3,2,2,3,4,4,4,1,1,2,0,4,5,0,0,0,0,2,2,1,0,0,1,0,2,0,1,0,1,1,0,0,3,0,1,0,0,0,0,1,22,75,52,21,14,13,16,12,14,11,4,2,4,4,1,1,16,9,7,15,6,1,5,1,1,1,0,2,4,0,2,0,4,3,4,3,3,7,2,1,2,6,2,5,1,4,6,4,1,6,3,1,3,4,0,3,1,2,3,2,2,3,2,3,1,1,2,2,6,1,2,2,1,2,2,1,1,1,1,3,7,0,0,1,2,2,1,1,1,1,1,1,53,9,8,14,15,18,20,11,10,10,13,8,13,5,5,1
250010605000009,8,0,561,568,0,3,5,13,24,22,30,28,27,27,19,19,26,23,20,18,9,8,9,7,5,5,11,8,6,16,10,8,6,8,9,12,8,9,6,6,2,7,4,7,3,5,3,3,3,1,2,5,3,2,1,0,3,2,4,2,4,5,0,0,1,4,2,1,1,3,0,1,1,1,1,0,1,0,0,3,45,134,107,51,35,48,44,26,17,13,10,11,9,6,2,3,45,32,35,32,28,13,16,15,12,9,2,5,1,4,2,7,6,5,4,4,4,7,6,3,8,9,5,4,18,10,3,9,6,8,5,11,6,6,4,2,4,7,9,4,4,4,2,2,10,1,4,5,4,6,10,7,7,6,3,5,5,4,3,2,4,4,2,5,1,2,4,3,3,0,1,10,172,65,14,26,28,46,31,29,28,19,29,28,18,14,11,10
250010605000010,8,0,184,336,0,1,1,1,8,10,7,11,12,13,13,7,8,6,7,4,1,4,6,5,4,3,4,1,4,3,5,3,1,3,2,1,1,1,0,2,2,0,0,1,1,0,2,0,0,1,2,1,0,1,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,11,53,41,20,16,15,5,5,3,5,2,4,0,1,2,1,21,17,14,16,16,8,9,9,4,6,3,5,8,8,3,4,5,5,5,6,3,5,6,3,5,7,6,7,3,2,4,6,4,5,2,6,1,4,1,5,3,4,3,0,2,3,3,2,4,2,3,2,2,1,3,3,2,6,4,1,4,5,2,0,1,3,1,0,0,1,2,3,1,0,0,3,84,36,27,25,22,25,21,17,12,14,11,16,12,5,6,3
250020505000001,1,0,748,499,0,4,4,12,17,26,20,24,34,31,31,39,27,35,27,32,19,21,21,12,14,5,15,11,9,22,19,8,11,15,7,8,12,10,7,5,4,4,5,5,5,6,7,3,10,3,4,5,1,7,4,3,2,7,3,5,5,4,3,5,5,1,3,2,1,2,1,1,0,1,0,1,3,0,1,2,37,135,159,105,54,75,44,23,31,20,19,22,12,5,5,2,20,15,29,16,13,12,7,6,2,5,3,1,3,4,5,5,5,1,4,6,1,2,3,7,1,6,7,5,3,6,4,4,4,8,7,6,3,5,7,5,2,4,10,4,6,7,4,9,1,7,7,6,8,9,9,10,10,7,4,6,11,4,6,5,6,6,5,4,2,7,8,5,4,5,2,33,93,32,16,21,14,27,27,26,26,28,39,37,32,24,24,33
250020505000002,1,0,462,327,1,2,5,3,13,18,14,17,18,20,27,20,19,18,12,16,11,5,5,8,16,11,9,6,5,7,5,4,5,7,10,7,6,7,8,9,5,4,6,7,2,5,4,1,4,3,3,2,3,7,2,2,1,2,2,4,0,0,4,2,6,1,0,1,0,0,1,1,0,0,0,2,1,0,0,0,24,87,96,45,47,28,38,31,16,18,9,10,8,2,3,0,20,11,19,7,8,6,7,1,2,1,3,2,1,0,3,1,4,2,1,4,3,2,1,4,4,3,0,2,4,2,2,4,3,3,7,0,5,6,3,4,1,4,7,1,4,2,4,1,4,6,1,1,6,6,2,4,4,4,5,4,9,4,4,7,3,3,8,2,5,3,5,5,3,4,1,25,65,17,9,12,14,11,19,18,17,17,16,21,27,21,18,25
250020505000003,8,0,246,179,0,0,3,7,8,12,11,12,13,13,18,13,14,9,8,8,5,1,3,1,3,5,3,4,1,2,3,10,2,0,2,4,3,6,1,3,1,3,2,0,0,5,1,2,1,0,0,1,4,0,0,0,1,0,1,0,1,2,1,1,0,0,1,2,0,2,0,1,1,0,0,0,1,0,0,0,18,61,62,18,16,17,16,9,9,5,2,5,3,4,1,0,9,8,8,6,2,1,4,4,3,1,0,2,0,1,3,0,2,4,4,3,5,5,3,2,1,2,0,0,2,3,3,3,0,0,2,5,3,3,3,3,2,2,5,4,3,2,1,2,3,2,6,3,2,2,2,0,0,2,1,1,2,1,0,0,1,2,1,1,4,0,1,0,1,2,0,5,33,13,6,13,16,7,8,17,16,10,15,4,4,8,4,5
250020505000004,8,0,138,104,0,0,3,5,4,4,6,4,7,3,4,5,4,4,2,2,3,0,3,1,2,0,2,1,2,4,6,5,3,5,2,1,2,3,1,1,4,3,2,3,0,0,2,1,0,2,0,2,1,0,1,0,1,2,0,0,0,0,0,2,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,12,24,19,9,7,23,9,13,3,5,4,2,2,3,2,1,3,5,3,2,0,1,2,0,1,1,1,1,3,0,1,1,1,0,2,1,1,2,1,1,1,1,2,0,1,2,3,3,2,2,0,1,1,2,3,2,1,1,4,2,2,0,0,2,2,1,3,3,1,2,1,4,1,0,2,2,2,1,0,0,2,2,0,0,0,1,1,1,0,0,0,0,13,5,6,5,6,6,10,9,10,5,10,9,5,3,2,0
250020505000005,8,0,46,78,0,1,0,0,0,3,1,3,5,1,3,3,3,1,2,4,2,1,1,0,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,12,8,4,1,0,2,1,2,0,2,0,0,0,0,4,1,2,2,0,0,2,0,2,0,1,0,3,1,1,1,2,4,2,2,1,0,3,2,1,1,1,0,2,1,0,0,1,2,0,1,1,4,0,1,1,1,0,1,2,1,1,0,1,0,1,2,0,2,1,2,0,1,0,2,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,9,4,6,11,7,5,3,7,5,3,6,5,3,0,3,1
250020505000006,8,0,260,353,0,1,2,5,4,6,13,14,18,20,15,9,15,12,11,7,6,5,4,5,2,4,2,3,3,6,4,5,2,2,1,3,1,4,4,3,2,1,1,1,1,4,4,1,1,2,1,0,4,1,2,1,1,3,1,1,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,12,71,62,27,14,19,13,8,11,8,8,3,1,2,1,0,17,19,17,19,17,10,11,7,4,6,7,3,4,4,5,7,4,4,9,3,5,3,2,7,4,5,4,6,8,3,3,2,6,5,4,2,6,5,2,5,3,1,3,7,2,5,1,2,4,1,5,1,2,4,2,9,2,2,5,3,3,2,1,2,1,2,2,1,1,0,0,0,1,2,0,7,89,38,23,27,21,26,20,20,16,13,14,21,9,6,3,7
250020505000007,8,0,264,171,2,3,10,9,3,9,10,11,11,11,12,13,9,12,7,12,8,14,6,5,9,2,3,2,2,2,0,1,1,1,3,1,0,1,2,0,1,6,2,2,0,5,2,0,0,1,2,3,0,2,5,2,5,2,1,2,1,1,1,4,1,0,1,1,2,0,0,0,0,0,0,0,1,0,1,0,27,52,53,45,18,5,7,11,7,8,15,9,5,0,2,0,8,5,6,5,1,3,1,3,1,4,0,0,1,1,1,1,5,1,1,0,2,2,2,2,2,3,2,4,2,2,3,5,0,1,3,4,0,2,0,6,1,2,5,2,3,2,1,4,4,1,3,1,2,6,3,1,2,1,2,1,1,0,2,4,2,3,1,0,1,0,1,0,0,1,0,13,25,12,3,8,10,13,12,12,13,12,15,7,9,5,2,13
250020505000008,8,0,128,126,3,4,3,1,7,8,7,6,5,5,9,4,5,2,1,5,3,2,2,3,1,2,1,1,2,3,6,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,0,2,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,31,21,15,7,12,8,6,5,2,0,2,1,0,0,0,4,6,3,3,1,1,0,1,0,2,1,1,1,3,0,1,1,0,2,3,2,1,3,2,2,1,1,2,1,2,2,4,2,1,2,3,2,0,1,3,0,2,4,3,0,3,1,0,2,1,1,3,5,1,2,1,4,1,2,1,4,1,1,0,0,0,3,0,0,1,1,0,3,1,0,3,17,4,6,7,10,7,11,9,9,7,12,9,6,4,5,3
250020505000009,8,0,507,439,0,3,3,12,8,19,21,24,24,24,16,27,17,30,18,13,11,23,8,8,7,10,9,10,2,5,10,3,2,4,6,11,5,7,4,4,1,10,4,4,4,3,6,6,2,3,1,4,2,2,1,2,5,2,2,5,2,3,3,4,2,0,1,1,1,0,0,1,1,1,2,1,0,0,2,5,26,112,108,63,38,24,33,23,21,12,12,17,5,3,5,5,26,19,25,14,11,5,5,3,3,2,5,1,3,5,2,5,8,1,7,5,10,3,3,4,7,7,8,2,2,5,6,2,5,12,3,4,4,9,4,8,4,4,9,4,9,5,2,11,5,3,5,4,5,5,5,5,3,5,5,7,4,2,3,2,4,2,3,5,0,7,2,4,1,1,5,26,95,18,16,26,27,24,28,29,30,26,24,25,15,17,13,26
250020505000010,8,0,16,22,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,1,1,2,0,0,1,1,1,0,0,0,2,0,3,0,1,0,0,1,0,0,0,0,1,0,0,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,6,1,1,6,1,0,0,1,0,1,0,1,0,1,1,2
250030405000001,1,0,634,138,2,10,9,5,14,11,15,16,17,22,16,18,18,20,23,11,21,14,8,9,9,5,9,7,11,4,6,9,7,12,15,6,13,12,8,9,8,3,14,7,9,4,7,9,5,3,8,5,4,6,6,7,5,4,6,4,5,1,5,4,5,7,5,5,5,1,7,4,0,3,3,4,1,2,2,20,40,81,95,63,41,38,54,41,34,26,28,19,27,15,12,20,7,4,2,3,2,2,2,2,1,0,1,2,2,1,2,1,2,2,1,1,1,0,0,2,0,0,2,0,3,0,0,1,0,1,2,1,3,2,0,3,3,0,1,2,0,2,0,1,1,2,1,3,2,1,3,2,2,1,2,5,2,1,0,1,3,4,0,3,4,6,1,1,2,4,2,9,18,7,8,7,3,5,4,9,6,6,10,12,7,17,10,9
250030405000002,1,0,592,396,2,10,13,20,24,25,17,18,21,20,15,17,12,15,21,12,10,15,11,14,10,7,6,11,11,22,12,11,16,11,6,10,7,7,6,7,8,5,3,6,3,6,3,4,2,4,4,4,3,1,4,5,3,4,3,7,1,2,0,6,3,2,3,3,3,3,0,0,0,1,0,0,1,1,1,8,69,101,80,62,45,72,36,29,18,16,19,16,14,4,3,8,26,10,7,7,2,2,2,2,0,3,3,2,8,5,8,2,6,3,5,4,2,2,4,9,8,7,2,5,4,1,5,3,6,6,3,1,4,8,1,2,4,8,5,4,8,5,5,5,4,4,0,6,5,5,7,2,3,7,2,4,7,5,9,3,4,6,6,2,5,5,9,8,3,3,6,32,52,9,26,20,25,19,23,16,29,23,23,18,28,24,29,32
250030405000003,1,0,747,161,4,9,19,14,15,21,25,19,19,15,12,28,25,16,23,16,9,24,11,13,9,7,13,8,16,15,15,19,10,8,9,14,15,16,10,15,15,7,14,7,8,10,12,8,7,6,8,4,10,3,7,8,6,3,2,2,5,2,4,4,3,4,1,1,3,1,3,5,3,2,4,1,0,1,2,15,61,99,104,73,53,67,64,58,45,31,26,17,12,14,8,15,11,6,4,2,3,1,0,1,1,0,1,0,0,1,1,0,2,2,0,0,1,2,2,1,2,1,0,2,2,2,1,1,2,0,1,0,0,1,2,0,2,2,0,1,2,1,1,2,0,2,5,2,2,6,2,4,2,3,2,2,5,1,7,1,0,4,2,4,3,1,6,3,4,0,3,15,26,3,3,4,8,7,5,3,7,6,17,13,14,14,16,15
250030405000004,1,0,786,338,2,8,10,17,22,14,17,19,26,17,27,27,20,17,22,27,23,12,13,12,16,12,7,10,11,18,18,18,22,10,18,14,10,17,8,12,10,10,12,6,7,11,5,4,7,6,4,3,4,4,6,9,2,2,2,6,6,8,4,7,8,7,1,4,3,8,7,0,3,2,4,5,1,1,3,11,59,93,113,87,56,86,67,50,34,21,21,31,23,20,14,11,11,17,16,3,1,1,3,2,2,2,0,0,2,2,3,2,3,4,1,3,3,5,1,1,2,2,2,3,0,4,1,4,5,2,1,1,2,3,5,3,3,3,3,2,3,3,3,5,6,1,5,4,7,5,3,4,5,2,4,4,3,4,6,4,7,8,5,9,8,4,6,7,1,11,9,43,48,10,7,13,12,11,13,14,14,18,24,19,24,34,34,43
250030405000005,1,0,696,511,0,9,17,19,22,19,26,35,23,28,32,37,29,28,18,19,18,9,15,15,9,10,12,7,12,7,11,8,10,9,9,12,6,12,4,9,8,4,6,6,10,7,9,7,3,3,5,4,3,6,5,3,4,1,2,4,1,6,1,0,3,1,1,2,1,2,1,1,1,0,1,1,1,0,0,7,67,131,144,76,50,45,43,33,36,21,15,12,8,5,3,7,31,27,15,11,10,5,7,6,5,3,7,2,5,9,5,3,2,8,7,5,6,4,7,6,3,3,5,4,3,5,3,5,7,6,12,7,4,4,7,6,6,4,6,7,9,12,9,3,4,7,6,6,6,6,4,4,7,6,6,5,9,4,9,7,9,12,3,6,2,3,2,2,1,6,4,29,94,26,28,25,26,20,33,28,32,35,28,28,38,26,15,29
250030405000006,1,0,609,288,3,8,14,17,15,22,27,18,24,30,21,23,30,17,21,12,15,10,13,12,10,11,6,5,8,9,6,13,11,8,8,7,8,4,9,10,8,7,5,4,6,5,4,4,4,5,1,7,6,0,4,4,0,5,4,3,1,4,3,1,1,1,1,1,2,0,2,1,1,2,2,1,0,1,3,10,57,121,112,62,40,47,36,34,23,19,17,12,6,6,7,10,20,18,7,3,2,0,1,3,0,0,1,2,4,4,2,0,1,2,0,1,1,4,0,3,0,6,0,2,1,2,4,4,9,3,2,5,1,2,3,4,3,1,8,4,2,4,4,4,4,6,12,6,2,4,2,2,3,4,3,4,1,6,5,5,2,9,3,6,1,5,3,2,3,1,2,25,50,4,13,4,8,11,22,15,18,22,26,16,19,24,11,25
250030405000007,1,0,843,239,2,7,14,24,18,21,26,28,27,23,29,42,23,29,19,16,20,26,16,15,13,15,19,13,9,17,27,18,10,16,11,9,13,10,16,11,6,8,12,7,10,12,7,7,4,5,5,3,6,8,6,2,2,5,0,7,6,6,5,4,3,1,4,5,5,3,2,2,2,3,4,1,5,0,0,8,65,125,142,93,69,88,59,44,40,27,15,28,18,12,10,8,22,16,6,4,3,1,2,2,2,3,0,0,1,4,1,2,2,0,3,3,1,2,4,3,3,7,3,2,2,4,0,2,3,4,3,3,4,6,4,0,2,5,4,3,3,3,3,2,2,2,4,2,4,2,2,2,3,1,0,2,5,3,2,1,1,2,6,2,4,0,0,3,3,3,2,14,51,10,6,10,13,18,12,17,17,12,14,8,12,14,11,14
250030405000008,1,0,648,135,7,7,20,14,19,25,24,23,11,18,25,18,13,15,16,14,15,8,12,6,11,18,17,13,16,18,12,11,13,14,18,17,12,17,9,14,4,9,4,6,7,4,5,4,0,11,7,4,5,3,1,1,1,1,2,4,0,2,3,2,3,0,0,3,4,1,1,0,1,0,1,2,1,0,0,1,67,101,87,55,75,68,73,37,20,30,6,11,10,3,4,1,13,11,5,0,0,0,0,0,0,1,0,0,2,1,1,1,1,2,2,0,2,1,2,1,2,3,0,0,1,1,6,3,1,0,1,2,1,0,0,0,1,2,1,1,3,2,8,1,1,0,4,1,1,1,0,1,3,3,1,2,2,2,4,0,2,3,0,4,2,1,1,1,0,1,1,7,29,1,4,6,8,5,11,3,8,12,7,10,10,10,4,7
250030405000009,1,0,788,192,1,4,9,15,17,17,15,17,25,18,18,16,31,18,16,15,15,21,26,15,13,18,11,12,16,16,10,12,9,12,15,9,12,17,14,21,15,19,14,11,10,5,7,8,7,6,6,9,9,2,7,5,5,0,6,4,2,4,3,10,2,4,4,4,6,2,3,4,5,5,3,3,3,1,1,18,46,92,99,92,70,59,67,80,37,32,23,23,20,19,11,18,14,9,11,3,2,2,3,1,0,0,2,2,0,1,1,1,2,2,1,2,2,1,0,1,0,2,0,0,2,0,0,1,2,1,2,2,0,3,2,1,2,2,1,5,1,2,4,0,0,0,3,5,2,0,4,2,3,4,1,1,1,6,3,5,6,1,4,5,1,2,0,3,3,3,3,23,39,6,6,8,4,4,6,8,11,6,14,11,21,13,12,23
250030405000010,1,0,666,363,0,3,15,22,19,13,14,22,21,34,22,26,15,19,24,18,29,15,12,11,14,9,14,13,8,13,14,12,9,11,11,12,1,11,7,5,4,7,5,11,8,8,7,8,6,10,0,6,3,1,3,4,5,6,4,3,1,3,3,3,5,1,2,2,1,3,1,4,0,1,1,2,0,0,0,6,59,104,106,85,58,59,42,32,37,20,22,13,11,9,3,6,23,15,9,5,3,4,3,2,0,2,3,5,7,4,6,3,3,6,2,2,5,2,1,3,2,3,0,3,4,2,1,2,4,1,6,4,3,1,2,1,1,3,8,4,3,4,4,4,5,1,3,7,3,8,7,5,3,11,8,6,7,5,3,6,5,6,5,9,4,7,3,4,5,2,5,32,55,11,25,16,13,12,14,11,19,18,28,33,26,31,19,32
250030405000011,1,0,331,563,0,2,2,5,6,9,14,9,12,18,12,13,26,12,10,10,10,1,8,9,4,8,7,3,3,5,6,9,3,6,5,4,6,2,3,7,3,3,2,2,0,1,2,4,4,2,2,1,1,0,3,3,2,2,0,2,0,1,1,1,4,2,2,1,2,1,1,0,2,0,1,0,0,1,1,2,15,62,73,38,25,29,20,17,11,6,10,5,11,4,3,2,35,20,19,15,17,11,13,7,10,9,7,5,8,6,8,6,6,6,8,7,8,6,8,3,7,4,6,5,4,4,4,4,6,4,8,7,3,4,8,5,7,5,1,4,0,5,5,7,4,9,5,9,7,5,7,6,4,3,5,4,6,5,3,4,7,11,5,7,5,8,3,3,6,3,8,46,106,50,34,33,32,23,26,27,17,30,33,22,25,36,23,46
250030405000012,1,0,529,494,1,1,5,14,13,19,18,15,17,29,22,26,23,20,19,18,14,12,9,12,7,7,20,11,7,4,4,9,9,4,5,7,5,11,9,6,4,5,5,7,6,9,1,5,2,3,3,1,1,2,3,3,1,3,4,7,3,2,2,1,0,0,2,3,2,3,0,0,0,0,0,2,1,0,0,1,34,98,110,65,52,30,37,27,23,10,14,15,7,3,3,1,25,28,15,16,7,9,7,11,4,6,2,6,6,6,6,8,7,5,13,3,6,4,4,6,4,6,5,4,6,7,10,6,6,5,1,7,1,5,6,4,1,5,8,7,4,7,4,4,3,2,1,2,4,7,8,4,1,7,6,7,7,3,9,9,4,5,5,3,7,3,7,4,2,5,2,34,91,37,26,36,24,28,28,23,25,20,22,25,32,23,20,34
250030405000013,1,0,595,634,2,5,12,16,13,15,20,25,20,23,26,26,24,23,19,22,22,9,13,8,12,11,14,13,12,13,12,9,13,7,5,9,10,4,8,6,5,5,4,2,5,1,4,4,1,1,2,4,3,4,3,3,5,1,2,6,2,6,2,1,1,0,1,1,2,2,1,1,0,1,2,1,2,0,1,2,48,103,118,74,62,54,36,22,15,14,14,17,5,5,6,2,38,18,21,11,13,11,14,6,7,7,12,9,12,11,6,13,9,11,7,6,9,6,6,7,4,6,6,8,10,11,6,9,5,8,2,10,4,8,9,1,10,4,6,6,5,12,7,5,7,8,5,7,5,10,7,3,4,7,11,2,10,8,2,5,9,10,10,8,4,8,8,4,5,1,5,29,101,45,50,46,32,41,30,32,31,39,34,27,34,40,23,29
250030405000014,1,0,555,861,0,4,8,14,15,25,26,26,23,28,40,26,24,25,17,22,17,9,20,13,12,14,11,8,5,7,7,6,10,8,6,3,4,3,5,2,3,5,1,0,2,4,7,1,3,3,2,1,3,2,2,0,0,0,2,0,3,0,3,2,1,1,0,0,1,0,1,0,0,1,2,2,0,2,1,1,41,128,132,81,50,38,21,11,17,11,4,8,3,2,7,1,51,44,29,29,25,20,17,20,16,12,11,13,11,16,13,12,18,12,15,13,14,12,10,12,9,5,12,18,7,8,10,8,11,7,12,5,5,8,8,16,11,15,8,15,5,13,16,8,7,6,8,5,9,13,5,7,7,2,7,5,7,9,5,4,11,7,3,4,4,3,5,5,5,3,6,14,178,85,64,70,57,50,48,42,54,50,40,28,36,21,24,14
