Cod_setor,Situacao,Tipo_do_setor,V2248,V2249,V2250,V2251,V2252,V2253,V2254,V2255,V2256,V2257,V2258,V2259,V2260,V2261,V2262,V2263,V2264,V2265,V2266,V2267,V2268,V2269,V2270,V2271,V2272,V2273,V2274,V2275,V2276,V2277,V2278,V2279,V2280,V2281,V2282,V2283,V2284,V2285,V2286,V2287,V2288,V2289,V2290,V2291,V2292,V2293,V2294,V2295,V2296,V2297,V2298,V2299,V2300,V2301,V2302,V2303,V2304,V2305,V2306,V2307,V2308,V2309,V2310,V2311,V2312,V2313,V2314,V2315,V2316,V2317,V2318,V2319,V2320,V2321,V2322,V2323,V2324,V2325,V2326,V2327,V2328,V2329,V2330,V2331,V2332,V2333,V2334,V2335,V2336,V2337,V2338,V2339,V2340,V2341,V2342,V2343,V2344,V2345,V2346,V2347,V2348,V2349,V2350,V2351,V2352,V2353,V2354,V2355,V2356,V2357,V2358,V2359,V2360,V2361,V2362,V2363,V2364,V2365,V2366,V2367,V2368,V2369,V2370,V2371,V2372,V2373,V2374,V2375,V2376,V2377,V2378,V2379,V2380,V2381,V2382,V2383,V2384,V2385,V2386,V2387,V2388,V2389,V2390,V2391,V2392,V2393,V2394,V2395,V2396,V2397,V2398,V2399,V2400,V2401,V2402,V2403,V2404,V2405,V2406,V2407,V2408,V2409,V2410,V2411,V2412,V2413,V2414,V2415,V2416,V2417,V2418,V2419,V2420,V2421,V2422,V2423,V2424,V2425,V2426,V2427,V2428,V2429,V2430,V2431,V2432,V2433
250750705000401,1,0,923,62,7,14,17,17,18,26,31,33,30,35,18,20,20,22,14,23,24,16,19,13,18,13,16,18,15,11,18,21,17,25,19,29,17,31,19,20,25,11,18,12,9,5,9,4,7,10,6,7,5,7,5,2,6,3,2,3,3,3,2,2,3,2,4,4,1,4,2,3,2,0,1,0,0,0,2,5,73,155,94,95,80,92,115,86,34,35,18,13,14,11,3,5,11,11,2,6,0,1,0,0,0,0,1,0,0,2,1,1,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3,1,2,1,0,0,0,3,0,0,1,1,1,1,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,30,1,4,4,0,2,0,8,3,4,1,2,2,1,0,0
250750705000402,1,0,831,80,4,17,11,19,17,21,20,28,23,30,27,28,17,20,14,16,21,20,9,21,18,15,23,11,15,16,14,21,19,16,19,26,23,17,12,20,14,13,10,11,6,13,11,12,4,10,2,5,4,5,5,3,2,3,1,4,1,1,0,1,3,1,0,3,1,2,2,0,1,2,1,2,0,0,2,2,68,122,106,87,82,86,97,68,46,26,14,7,8,7,5,2,10,10,7,1,3,1,0,2,1,1,2,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,0,0,1,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,0,2,1,2,4,0,1,1,0,0,0,2,1,0,0,1,0,0,2,0,0,4,31,5,2,0,7,2,6,0,1,5,0,9,2,4,2,4
250750705000403,1,0,1046,81,6,12,19,13,17,21,21,24,31,31,30,30,34,42,34,18,30,25,24,15,20,20,12,14,8,15,14,21,18,12,27,24,25,18,19,20,18,25,16,25,13,9,19,13,17,14,10,10,5,8,3,6,3,4,7,6,3,9,5,0,3,1,1,4,1,1,1,3,6,1,1,0,1,0,3,7,67,128,170,112,74,80,113,104,71,47,23,23,10,12,5,7,16,10,2,2,1,1,0,0,1,0,1,1,0,0,0,2,2,0,0,0,0,1,1,2,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,2,1,2,1,1,0,0,0,2,0,1,0,1,2,0,1,1,0,2,1,1,2,0,5,31,2,2,4,4,2,3,2,2,2,6,2,4,4,6,5
250750705000404,1,0,1056,64,8,14,26,21,18,25,24,28,35,31,34,27,30,30,22,29,25,21,18,16,21,15,17,11,10,14,15,13,25,20,18,32,17,17,21,31,19,25,22,16,11,16,18,12,9,6,11,7,12,4,13,4,9,2,4,4,1,5,5,6,2,1,3,4,2,5,0,3,2,1,0,0,1,1,2,9,87,143,143,109,74,87,105,113,66,40,32,21,12,11,4,9,13,3,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,2,0,1,1,1,0,0,2,0,0,2,0,0,0,0,0,1,0,1,1,1,1,1,0,0,2,4,1,0,0,0,0,0,2,0,1,1,0,1,0,3,0,2,0,1,1,0,0,2,1,0,2,0,1,1,19,0,0,3,5,3,2,2,4,7,2,3,5,4,4,1
250750705000405,1,0,1132,97,5,6,19,24,31,23,21,28,37,39,30,32,25,38,34,40,18,21,28,24,24,21,14,16,14,22,16,20,14,21,17,25,29,19,31,22,21,22,23,11,14,19,16,19,9,15,9,15,8,8,3,5,4,8,3,7,4,2,5,5,3,3,4,2,4,3,2,1,1,1,0,0,0,0,0,5,85,148,159,131,89,93,121,99,77,55,23,23,16,8,0,5,14,17,8,4,1,0,0,0,1,3,0,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,3,1,1,3,0,0,1,1,3,1,0,0,2,2,1,0,1,1,0,1,1,1,0,0,1,1,3,0,0,0,1,1,1,0,1,1,0,4,44,4,1,3,1,4,1,5,5,5,6,4,5,2,3,4
250750705000406,1,0,885,131,0,9,15,17,17,17,20,17,22,16,19,21,28,26,20,21,25,24,23,23,31,19,22,24,22,17,34,21,18,18,21,24,8,12,17,19,18,13,9,7,13,14,6,7,3,8,6,4,6,2,6,6,2,2,4,1,2,3,3,3,1,4,0,2,3,1,3,1,3,0,1,0,1,1,3,6,58,92,114,116,118,108,82,66,43,26,20,12,10,8,6,6,30,14,7,3,0,1,2,0,1,2,1,1,0,4,1,0,1,2,0,1,1,0,1,1,2,0,2,1,2,2,3,2,1,0,1,1,1,1,2,2,0,2,3,1,2,4,0,0,0,1,2,0,3,0,2,1,0,1,1,0,1,1,0,0,0,1,1,2,0,0,1,0,0,0,0,4,54,6,7,4,5,7,7,7,8,5,7,3,2,4,1,4
250750705000407,1,0,1661,277,6,27,31,32,38,47,43,46,45,39,41,43,38,34,36,40,34,42,37,44,53,45,41,42,39,56,43,47,47,35,36,33,30,25,21,25,17,26,27,11,21,15,11,16,8,19,6,7,8,10,10,7,6,6,5,7,4,6,4,5,2,6,5,6,3,2,1,1,1,3,0,1,0,2,1,4,134,220,192,197,220,228,145,106,71,50,34,26,22,8,4,4,47,30,10,6,8,7,4,0,0,2,2,1,1,2,0,1,2,3,3,6,5,3,2,2,5,5,2,0,4,2,2,5,2,6,1,5,0,3,1,3,2,0,4,3,2,1,0,4,3,4,1,3,1,4,2,0,0,2,4,0,2,2,5,3,2,3,1,1,4,1,3,2,3,0,2,10,101,13,6,15,17,13,16,12,11,12,11,6,14,10,10,10
250750705000408,1,0,826,254,1,1,9,18,14,20,24,35,27,23,23,30,32,27,28,24,29,21,22,27,22,14,18,15,20,20,10,17,14,13,7,11,7,9,15,9,10,9,10,14,10,10,3,10,8,10,4,7,6,9,3,4,3,7,1,3,3,3,1,2,1,2,0,1,2,1,4,0,3,0,0,1,0,0,1,4,43,129,140,123,89,74,49,52,41,36,18,12,6,8,2,4,24,18,10,7,5,1,2,3,2,4,0,2,4,3,3,2,1,5,2,4,0,2,2,1,1,0,3,1,1,1,6,1,3,3,3,4,5,1,3,2,2,5,2,3,2,8,7,11,4,1,3,4,2,2,2,5,2,0,3,3,6,3,1,1,1,2,1,0,1,2,0,3,2,2,1,12,64,12,12,14,6,6,16,15,14,31,13,13,12,6,8,12
250750705000409,1,0,886,241,4,6,16,16,25,19,30,25,29,30,19,29,42,29,33,22,27,32,16,22,18,18,26,14,7,23,11,13,18,12,21,14,16,21,11,6,7,8,9,11,8,8,9,10,16,7,3,6,4,4,5,3,3,4,1,6,3,3,3,3,2,1,1,4,1,1,1,1,2,2,2,1,0,0,1,2,67,133,152,119,83,77,83,41,51,24,16,18,9,7,4,2,24,13,13,3,1,3,1,2,1,4,2,0,1,0,1,0,2,1,2,3,3,2,5,4,2,0,3,7,4,6,3,3,8,4,3,4,2,3,3,8,2,8,4,4,1,7,4,2,6,2,3,2,1,2,0,3,2,3,2,1,2,2,2,3,2,2,2,0,1,0,0,3,0,0,0,9,54,11,4,8,16,20,21,20,19,21,8,11,11,5,3,9
250750705000410,1,0,830,227,6,11,9,14,14,15,20,25,29,32,20,24,35,26,28,28,22,30,28,31,14,12,19,11,16,12,15,9,9,11,13,14,14,11,9,12,12,10,9,11,12,11,6,8,6,9,8,10,8,5,5,4,5,3,3,4,4,0,3,0,5,0,1,1,3,0,3,1,1,0,2,3,0,0,0,6,54,121,133,139,72,56,61,54,43,40,20,11,10,5,5,6,27,9,3,3,1,1,2,2,1,1,1,4,1,1,3,1,1,3,2,2,6,0,0,2,3,3,3,1,4,0,3,3,2,5,2,7,4,3,5,1,4,2,1,1,2,7,6,2,3,3,2,0,1,3,5,1,5,2,4,4,2,1,1,4,2,3,0,1,3,2,4,1,2,1,3,13,43,7,10,9,11,11,15,20,10,21,11,16,10,9,11,13
250750705000411,1,0,539,247,1,4,6,13,12,13,16,18,25,17,27,15,24,22,21,15,19,14,13,17,14,16,14,12,9,19,9,7,8,4,11,7,12,4,3,1,2,7,5,6,6,4,4,6,1,3,3,4,3,1,1,7,0,1,1,1,0,1,0,1,0,0,3,0,1,0,1,0,0,0,0,0,2,1,0,1,36,89,109,78,65,47,37,21,21,14,10,3,4,1,3,1,16,23,10,8,6,4,1,1,2,2,1,2,0,1,0,5,3,3,6,3,2,3,3,2,3,2,2,7,1,1,4,5,3,7,4,3,5,6,4,2,1,5,3,3,4,4,1,1,6,7,1,3,3,1,3,2,2,1,2,0,0,3,3,1,2,4,1,2,1,3,0,1,2,0,0,5,63,10,4,20,13,13,23,20,16,19,11,7,9,11,3,5
250750705000412,1,0,814,305,3,7,12,23,19,19,24,31,21,21,23,24,37,31,30,28,31,27,32,22,25,27,26,15,15,20,18,17,12,5,7,13,10,11,10,5,3,8,9,9,9,4,6,5,6,4,6,7,5,3,2,3,1,2,0,0,1,1,2,4,1,0,0,2,0,1,0,1,1,0,1,2,1,1,0,2,64,116,145,140,108,72,51,34,30,25,8,8,3,3,5,2,25,21,7,6,8,4,0,1,1,0,3,4,1,2,6,3,3,5,3,2,7,4,6,2,3,6,5,5,4,1,1,5,6,5,3,5,5,1,3,5,3,6,10,4,4,4,6,4,4,5,9,1,3,7,3,4,2,4,6,0,0,3,2,2,1,0,1,1,4,4,2,0,0,2,0,7,67,6,16,16,22,21,20,19,27,23,23,16,8,10,4,7
250750705000413,1,0,1109,78,8,12,16,21,16,14,36,17,18,19,19,13,25,24,33,25,25,22,29,26,28,20,27,22,21,37,27,28,19,27,25,13,20,13,16,18,7,17,14,9,7,6,10,10,11,11,15,15,15,12,12,10,10,14,9,11,9,12,12,5,9,5,3,5,6,2,3,3,5,1,4,4,2,2,1,12,73,104,114,127,118,138,87,65,44,68,55,49,28,14,13,12,7,7,4,0,1,0,1,2,0,0,1,0,0,0,1,0,2,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,3,2,1,0,1,0,0,1,1,0,0,1,0,1,1,0,2,1,0,1,0,1,0,5,2,0,1,3,2,1,0,1,0,0,3,0,1,3,0,0,1,2,4,19,3,2,4,3,0,6,2,3,4,3,8,7,4,6,4
250750705000414,1,0,1032,143,1,0,1,10,18,20,23,26,25,28,24,17,32,26,30,27,20,20,28,16,23,26,24,25,27,25,21,18,14,17,21,15,18,17,16,18,14,14,13,7,12,13,9,9,17,18,8,15,16,12,13,13,6,10,10,7,10,4,4,4,5,3,1,6,0,1,3,5,5,2,5,4,6,3,4,4,30,122,129,111,125,95,87,66,60,69,52,29,15,16,22,4,18,23,18,15,6,3,0,0,1,0,0,0,2,0,2,2,2,0,0,0,3,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2,0,1,0,0,1,0,1,2,0,2,1,0,0,0,0,1,0,1,2,3,0,0,1,1,2,1,0,1,2,0,1,5,0,1,0,0,2,0,1,9,80,4,4,4,3,3,1,3,4,3,4,5,6,7,3,9
250750705000415,1,0,581,112,0,5,9,12,6,12,7,12,13,13,13,13,17,20,13,21,20,17,20,14,10,15,14,15,19,15,15,8,15,8,10,8,13,11,11,5,6,7,8,4,10,6,6,3,5,5,6,7,5,4,8,6,3,5,3,4,3,3,3,1,0,0,0,1,3,0,0,1,0,0,0,0,0,1,0,5,32,57,76,92,73,61,53,30,30,27,25,14,4,1,1,5,12,11,7,2,2,1,0,2,4,1,1,1,2,0,1,0,1,0,0,1,2,1,1,0,0,1,1,1,2,1,0,4,2,2,2,1,0,3,0,0,1,0,0,2,1,0,0,1,1,1,0,2,2,2,1,0,5,1,3,2,0,1,0,0,1,0,1,1,0,1,0,3,0,1,0,5,34,8,5,2,4,6,10,4,4,3,7,11,2,3,4,5
250750705000416,1,1,833,260,1,8,14,17,17,21,34,26,31,29,31,34,20,33,32,30,23,30,22,20,21,17,11,14,11,16,17,11,12,21,11,5,11,13,16,14,9,10,7,12,10,11,7,4,6,6,6,4,5,6,1,3,3,3,4,3,3,1,2,4,2,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,57,141,150,125,74,77,56,52,38,27,14,13,4,2,2,1,18,11,9,5,4,2,0,0,1,2,1,1,3,1,1,0,3,1,2,4,5,2,1,3,3,7,5,3,2,6,7,5,5,6,3,4,1,6,5,4,4,3,4,5,6,2,0,3,2,4,8,5,5,0,7,1,3,2,3,4,3,5,3,1,2,0,0,2,0,3,4,0,4,5,0,5,47,5,7,10,14,23,26,20,22,11,25,13,14,5,13,5
250750705000417,1,1,742,217,0,0,0,7,17,15,16,34,32,36,29,20,21,23,20,18,23,26,17,18,28,15,10,15,6,9,8,15,14,14,15,15,15,9,14,17,13,13,8,14,8,8,7,14,9,6,9,7,3,3,2,6,1,1,2,0,2,0,3,3,0,1,1,1,2,0,0,1,1,0,0,0,0,0,0,2,24,133,113,102,74,60,68,65,46,28,12,8,5,2,0,2,27,18,19,20,11,3,3,3,2,1,1,0,3,0,2,6,1,1,1,2,1,1,0,1,1,4,0,1,2,0,2,0,2,2,2,3,2,0,1,4,2,3,3,1,3,1,1,2,2,3,3,0,2,1,3,1,1,1,2,2,2,2,1,1,1,3,1,0,2,1,0,1,1,1,1,9,95,12,6,11,4,7,8,10,12,9,9,7,7,7,4,9
250750705000418,1,0,521,31,1,6,4,4,10,10,10,12,15,4,8,13,12,17,11,12,11,20,9,14,15,8,11,18,6,12,8,12,7,8,16,7,11,5,7,11,7,5,3,7,4,6,5,6,4,9,7,5,0,6,8,5,6,1,4,5,7,2,1,5,4,4,2,4,3,2,1,2,1,1,4,1,3,0,0,6,25,51,61,66,58,47,46,33,25,27,24,20,17,7,8,6,10,3,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,17,0,1,0,0,0,2,0,0,2,1,2,2,0,0,4
250750705000419,1,0,71,24,0,0,0,5,3,6,4,1,1,2,1,1,1,3,1,0,2,3,2,2,3,2,0,4,0,2,2,0,0,4,3,2,0,2,1,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,7,9,9,8,8,0,4,1,2,1,0,0,0,0,2,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,2,10,0,0,1,3,1,1,0,1,0,1,0,2,2,0,2
250750705000420,1,1,893,423,0,1,7,21,29,25,34,31,38,37,39,33,44,28,29,27,28,22,23,24,14,21,16,21,22,15,14,11,18,11,17,19,14,9,14,11,11,7,9,8,6,9,7,5,9,5,5,6,3,4,1,4,1,2,2,7,2,0,2,0,0,0,2,1,1,1,0,2,0,1,0,0,1,1,0,1,58,165,173,124,94,69,73,46,36,23,10,11,4,4,2,1,36,35,29,10,8,8,4,4,5,4,6,3,1,3,4,1,4,7,3,3,4,6,8,6,3,3,2,10,4,10,5,9,9,6,6,4,7,5,5,7,9,6,4,8,2,5,4,6,2,4,7,7,2,0,2,4,1,7,4,3,3,1,1,2,4,2,1,3,5,5,2,0,2,1,1,6,118,25,17,18,27,29,35,28,29,21,18,19,11,16,6,6
250750705000421,1,0,1003,218,18,27,22,25,33,22,31,40,35,42,32,28,29,25,41,30,24,26,23,32,26,26,17,21,16,29,16,20,6,18,14,11,14,16,13,9,6,7,5,6,10,6,13,8,10,10,6,6,6,3,2,4,4,3,2,1,1,4,2,3,3,1,2,2,1,0,1,3,2,1,1,0,0,0,0,1,125,170,155,135,106,89,68,33,47,31,15,11,9,7,1,1,16,8,1,2,0,0,2,1,0,1,1,2,0,4,1,3,3,3,3,4,3,6,1,5,2,6,2,5,4,0,7,5,7,2,6,6,3,1,4,3,4,5,1,6,2,5,0,5,4,1,1,4,0,4,1,2,1,3,3,2,1,0,1,0,1,4,1,1,0,3,3,1,1,2,1,11,27,4,8,16,17,17,27,17,18,15,10,11,3,9,8,11
250750705000422,1,1,871,487,2,6,8,22,28,28,41,30,29,33,35,28,41,24,25,29,23,34,32,15,17,26,20,14,13,19,15,17,8,18,18,21,16,7,9,9,9,13,7,13,5,1,4,7,8,1,4,2,2,3,4,3,2,0,2,1,0,1,5,4,1,0,2,2,0,1,0,0,1,0,1,0,0,0,0,2,66,161,153,133,90,77,71,51,25,12,11,11,5,2,1,2,32,27,29,10,23,10,9,8,7,3,6,6,3,7,4,9,5,5,7,3,5,7,4,6,5,5,6,6,9,7,13,9,6,5,5,8,5,7,2,4,5,8,9,5,9,6,7,8,6,8,7,2,2,4,5,4,1,1,2,3,3,3,0,3,4,5,3,3,1,1,5,2,1,1,2,11,121,37,26,29,27,33,38,26,36,35,20,11,13,13,11,11
250750705000423,1,0,829,307,4,4,10,10,18,18,15,28,17,27,30,23,24,26,26,23,23,29,29,28,24,21,18,21,22,25,17,17,17,18,21,9,10,10,15,9,10,9,10,6,7,11,7,4,4,4,2,3,2,7,8,7,4,3,2,4,2,1,1,2,1,3,1,2,1,1,2,1,1,2,1,0,3,1,1,2,46,105,129,132,106,94,65,44,33,18,24,10,8,7,6,2,23,22,10,7,5,4,6,4,4,1,1,4,5,4,5,4,2,0,3,3,8,4,3,4,3,4,5,7,1,5,4,3,1,2,6,0,2,4,1,1,4,3,3,1,2,5,5,3,4,3,7,5,4,7,2,8,3,3,1,2,1,2,2,4,1,2,3,1,4,4,2,3,5,1,2,10,67,19,19,12,22,22,16,8,13,20,25,17,10,14,13,10
250750705000424,1,0,930,260,6,14,13,22,22,22,34,19,31,30,26,31,25,21,30,27,30,23,32,28,21,16,13,15,26,30,19,25,20,17,22,11,13,13,9,13,7,13,4,3,8,7,7,5,7,8,4,5,6,7,8,1,5,6,3,6,4,1,3,3,3,3,5,3,4,0,1,0,3,2,2,0,1,0,1,2,77,136,133,140,91,111,68,40,34,30,23,17,18,6,4,2,28,25,9,15,5,5,5,4,0,2,4,3,4,1,2,1,2,3,5,1,4,3,1,3,1,6,1,0,2,1,5,3,0,2,0,4,1,1,0,3,2,2,2,3,2,3,3,2,5,5,3,4,3,2,2,7,3,1,4,3,3,1,3,3,3,2,1,1,1,3,0,3,1,0,1,8,82,16,14,12,12,10,10,9,11,18,14,18,13,8,5,8
250750705000425,1,0,576,185,1,6,9,7,13,22,15,17,19,16,23,13,18,19,13,20,28,17,18,12,16,18,16,12,15,10,13,17,13,8,8,10,6,5,12,12,5,7,2,4,5,4,1,3,4,2,2,5,5,1,5,2,1,2,1,2,2,1,2,0,2,0,0,3,1,1,0,2,0,0,1,0,0,0,0,1,36,89,86,95,77,61,41,30,17,15,11,7,6,3,1,1,12,15,6,3,4,1,2,0,1,1,2,1,1,0,3,0,2,6,1,3,2,2,2,4,2,3,1,3,0,3,2,3,6,7,2,5,2,3,1,5,1,0,1,1,3,0,3,2,2,4,3,4,2,0,4,6,1,2,0,1,1,2,0,2,0,1,2,2,0,3,0,2,1,1,1,5,40,5,7,12,12,10,20,16,6,11,13,10,5,8,5,5
250750705000426,1,0,1840,788,4,12,29,45,42,55,56,69,59,55,78,45,54,55,52,56,47,45,50,41,51,48,45,45,38,41,45,36,38,36,31,40,30,35,37,21,20,28,22,17,15,10,20,17,9,9,15,4,7,9,6,2,2,3,2,3,8,3,6,4,2,3,1,1,4,3,2,4,1,2,2,0,1,0,0,7,132,294,284,239,227,196,173,108,71,44,15,24,11,12,3,7,73,48,46,27,24,16,12,9,3,5,8,7,6,8,2,3,11,9,10,13,10,13,11,17,12,6,12,7,16,9,3,10,10,8,8,10,9,7,6,5,8,10,6,5,10,11,5,13,7,4,8,9,5,8,6,15,4,2,11,7,10,15,9,4,4,8,6,2,5,4,5,4,0,1,6,22,218,45,31,46,63,50,39,37,39,40,36,39,42,25,16,22
250750705000427,1,0,831,254,10,14,10,17,13,29,24,26,20,24,19,20,24,31,31,14,18,21,14,25,26,23,23,20,14,23,15,17,21,12,20,18,12,8,11,9,9,17,4,10,5,9,10,3,6,14,4,3,8,3,5,5,2,5,2,2,4,4,0,2,0,1,1,2,1,2,0,2,2,0,0,1,1,1,0,5,64,123,125,92,106,88,69,49,33,32,19,12,5,6,3,5,20,18,11,12,8,3,2,2,5,2,3,2,3,3,3,2,3,1,3,6,2,1,1,1,4,1,1,5,2,4,1,6,1,4,3,4,4,5,3,6,4,1,3,3,2,4,0,5,3,2,4,1,0,2,1,1,3,1,3,5,3,2,2,1,2,4,2,2,1,2,2,1,2,0,0,9,69,14,14,15,9,13,15,22,13,14,8,13,10,11,5,9
250750705000428,1,0,1442,276,6,24,29,29,34,41,46,36,31,36,36,31,44,41,34,43,28,38,41,37,48,28,26,36,37,44,38,40,36,34,30,28,27,36,27,17,17,18,17,12,19,16,9,5,12,20,5,6,6,8,8,4,4,4,1,3,5,1,3,1,1,1,1,4,1,0,1,1,0,0,1,3,0,1,1,5,122,190,186,187,175,192,148,81,61,45,21,13,8,2,6,5,39,35,11,9,4,2,4,0,0,0,0,0,0,1,0,1,1,2,1,2,0,0,3,2,2,4,2,4,2,8,5,5,7,2,3,9,2,3,2,3,2,3,3,3,1,3,2,5,5,4,1,7,1,2,3,4,5,0,2,1,6,2,3,2,2,3,1,3,4,1,0,1,3,0,1,7,98,6,1,7,7,20,22,19,12,19,14,12,15,12,5,7
250750705000429,1,1,782,468,4,6,13,31,26,28,38,35,31,27,14,18,17,24,10,14,15,21,15,12,11,21,17,23,11,26,20,17,21,24,20,14,17,12,7,10,8,11,8,8,8,4,4,3,4,6,4,5,8,3,1,2,1,2,1,0,2,2,0,0,2,2,1,0,4,1,0,0,1,0,1,0,0,1,0,4,80,159,83,77,83,108,70,45,23,26,7,4,9,2,2,4,43,36,30,29,16,10,5,10,5,7,5,6,12,5,2,4,2,9,4,9,2,7,9,6,6,11,7,9,9,9,9,8,4,11,8,1,5,3,4,3,6,5,6,8,3,4,1,8,4,1,2,2,7,5,0,1,0,0,0,7,1,1,2,0,1,3,1,2,1,0,0,0,1,0,0,5,154,37,30,28,30,45,40,16,28,18,16,8,5,7,1,5
250750705000430,1,0,961,124,5,11,13,22,29,19,22,23,31,23,19,18,21,30,27,31,33,20,20,16,25,16,19,15,26,21,14,20,18,18,18,26,15,11,14,12,14,17,12,8,7,12,11,12,13,8,8,8,7,7,9,3,5,6,4,9,6,3,7,5,4,4,2,6,2,1,4,0,4,4,0,0,0,3,1,4,80,118,115,120,101,91,84,63,55,38,27,30,18,13,4,4,19,16,3,2,3,1,4,0,1,0,0,1,2,0,1,0,0,1,1,0,1,1,1,2,3,0,2,5,0,2,0,1,2,0,0,2,2,1,3,2,1,1,0,1,0,1,2,2,1,2,2,1,3,1,1,1,0,0,2,1,2,3,1,0,3,1,0,0,1,0,0,0,1,2,0,2,43,6,4,2,8,9,3,10,3,8,8,4,9,2,3,2
250750705000431,1,0,1324,228,7,21,21,31,34,36,28,34,32,31,24,26,42,35,40,46,27,43,45,42,35,26,33,40,25,31,22,35,28,30,27,18,20,23,21,20,12,20,15,14,15,16,12,16,13,15,9,13,5,6,4,6,3,4,3,2,2,2,4,4,3,1,2,4,2,2,3,1,0,2,1,2,0,1,0,6,114,161,167,203,159,146,109,81,72,48,20,14,12,8,4,6,22,12,7,7,4,4,1,0,0,2,2,1,1,2,1,3,1,2,1,1,1,2,2,4,4,8,4,7,2,4,5,5,3,2,2,2,1,2,1,5,1,3,1,1,2,3,3,0,2,6,3,0,4,3,1,7,0,7,1,2,6,3,2,0,2,2,2,2,3,1,1,2,3,3,0,6,52,7,7,8,13,25,17,11,8,14,11,17,13,10,9,6
250750705000432,1,0,842,83,3,13,14,14,14,19,8,18,14,24,21,21,23,34,31,36,18,29,20,18,11,17,19,16,15,9,11,11,12,18,11,13,14,13,13,13,10,15,15,13,14,9,14,11,13,12,11,8,10,6,8,5,5,2,6,4,3,4,4,7,1,5,2,4,1,4,0,1,0,0,0,0,1,0,1,5,58,83,130,121,78,61,64,66,61,47,26,22,13,5,2,5,8,9,0,0,2,2,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,3,0,1,0,1,0,0,0,0,0,1,0,0,2,0,3,1,0,0,0,1,1,1,2,0,0,0,3,1,0,1,2,2,1,2,1,1,0,1,4,1,2,0,2,0,1,1,0,1,2,0,7,19,4,3,2,5,2,1,5,2,4,5,8,7,5,4,7
250750705000433,1,0,559,74,5,12,10,13,10,14,6,9,9,15,8,13,12,11,20,13,18,20,16,13,14,9,19,13,9,11,13,15,12,8,12,6,9,11,6,7,9,4,7,9,6,5,7,8,9,6,5,7,3,7,1,8,2,1,5,2,6,2,1,4,1,1,1,0,0,1,0,1,0,2,0,0,1,0,2,4,50,53,64,80,64,59,44,36,35,28,17,15,3,4,3,4,4,7,1,2,1,0,1,0,2,0,0,0,1,0,0,0,0,2,1,0,1,1,0,1,0,1,1,2,0,3,0,2,1,0,0,1,0,1,1,0,1,0,1,2,1,5,1,3,2,1,0,4,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,2,0,0,1,2,2,15,3,1,3,3,7,3,3,5,12,6,2,3,1,5,2
250750705000434,1,0,847,222,5,14,21,20,25,30,26,19,19,27,29,19,25,24,21,30,21,18,29,24,22,18,18,21,15,23,25,15,20,22,17,13,12,16,8,12,8,9,9,7,8,5,4,5,3,9,2,4,2,3,2,1,6,3,1,3,2,2,4,2,1,1,3,0,3,3,2,2,3,2,0,0,0,0,0,0,85,121,118,122,94,105,66,45,25,20,13,13,8,12,0,0,26,10,8,2,2,4,1,1,1,1,1,0,1,3,1,3,0,0,2,3,2,4,0,4,2,1,2,9,5,3,2,2,4,2,3,3,5,1,5,2,4,2,2,2,5,4,1,0,4,0,3,3,4,4,0,7,1,0,2,1,1,2,2,3,3,3,1,1,0,5,1,2,1,2,1,14,48,8,6,8,12,20,13,16,15,9,14,11,11,10,7,14
