cod_setor,UF,municipio,urbano,num_residentes,num_brancos,num_pretos,num_amarelos,num_pardos,num_indigenas,alfabetizados,n_alfabetizados,porc_brancos,porc_pretos,porc_amarelos,porc_pardos,porc_indigenas,porc_alfabetizados,porc_brancos_amarelos,porc_indigenas_pardos_pretos
251080805000065,Paraiba,PATOS,Urbano,845,384,40,8,413,0,575,249,0.4544378698224852,0.047337278106508875,0.009467455621301775,0.4887573964497041,0,0.6978155339805825,0.463905325443787,0.536094674556213
251080805000066,Paraiba,PATOS,Urbano,955,373,51,2,529,0,378,209,0.39057591623036647,0.05340314136125655,0.0020942408376963353,0.5539267015706806,0,0.6439522998296422,0.3926701570680628,0.6073298429319371
251080805000067,Paraiba,PATOS,Urbano,946,508,22,13,403,0,907,251,0.5369978858350951,0.023255813953488372,0.013742071881606765,0.4260042283298097,0,0.7832469775474957,0.5507399577167019,0.4492600422832981
251080805000068,Paraiba,PATOS,Urbano,1225,379,205,43,596,2,598,530,0.3093877551020408,0.1673469387755102,0.03510204081632653,0.48653061224489796,0.0016326530612244899,0.5301418439716312,0.3444897959183673,0.6555102040816327
251080805000069,Paraiba,PATOS,Urbano,506,244,14,2,246,0,882,344,0.48221343873517786,0.02766798418972332,0.003952569169960474,0.48616600790513836,0,0.7194127243066885,0.4861660079051383,0.5138339920948617
251080805000070,Paraiba,PATOS,Urbano,567,262,20,1,284,0,887,465,0.4620811287477954,0.03527336860670194,0.001763668430335097,0.5008818342151675,0,0.6560650887573964,0.4638447971781305,0.5361552028218695
251080805000071,Paraiba,PATOS,Urbano,724,323,14,0,387,0,863,532,0.44613259668508287,0.019337016574585635,0,0.5345303867403315,0,0.6186379928315412,0.44613259668508287,0.5538674033149171
251080805000072,Paraiba,PATOS,Urbano,685,329,24,2,330,0,853,493,0.4802919708029197,0.035036496350364967,0.00291970802919708,0.48175182481751827,0,0.6337295690936107,0.48321167883211674,0.5167883211678832
251080805000073,Paraiba,PATOS,Urbano,647,277,15,4,351,0,867,415,0.4281298299845441,0.023183925811437404,0.0061823802163833074,0.5425038639876353,0,0.6762870514820593,0.43431221020092736,0.5656877897990726
251080805000074,Paraiba,PATOS,Urbano,1637,852,273,48,463,1,519,219,0.5204642638973732,0.16676847892486255,0.029321930360415395,0.28283445326817347,6.108735491753207e-4,0.7032520325203252,0.5497861942577886,0.45021380574221137
251080805000075,Paraiba,PATOS,Urbano,807,380,25,10,381,11,656,219,0.4708798017348203,0.030978934324659233,0.012391573729863693,0.4721189591078067,0.013630731102850062,0.7497142857142857,0.483271375464684,0.516728624535316
251080805000076,Paraiba,PATOS,Urbano,1211,491,72,6,641,1,431,519,0.40545004128819156,0.05945499587118084,0.00495458298926507,0.5293146160198183,8.257638315441783e-4,0.4536842105263158,0.4104046242774566,0.5895953757225434
251080805000077,Paraiba,PATOS,Urbano,16,NA,NA,NA,NA,NA,581,341,NA,NA,NA,NA,NA,0.6301518438177874,NA,NA
251080805000078,Paraiba,PATOS,Urbano,681,429,48,1,203,0,337,383,0.6299559471365639,0.07048458149779736,0.0014684287812041115,0.29809104258443464,0,0.46805555555555556,0.631424375917768,0.368575624082232
251080805000079,Paraiba,PATOS,Urbano,1248,445,8,18,777,0,489,310,0.35657051282051283,0.00641025641025641,0.014423076923076924,0.6225961538461539,0,0.6120150187734669,0.37099358974358976,0.6290064102564102
251080805000080,Paraiba,PATOS,Urbano,347,NA,NA,NA,NA,NA,71,90,NA,NA,NA,NA,NA,0.4409937888198758,NA,NA
251080805000081,Paraiba,PATOS,Urbano,493,205,17,7,264,0,233,189,0.4158215010141988,0.034482758620689655,0.014198782961460446,0.5354969574036511,0,0.5521327014218009,0.4300202839756592,0.5699797160243407
251080805000082,Paraiba,PATOS,Urbano,832,377,47,3,404,1,182,244,0.453125,0.056490384615384616,0.003605769230769231,0.4855769230769231,0.001201923076923077,0.4272300469483568,0.4567307692307692,0.5432692307692308
