NOME_CURSO,IES,UF,pergunta,categoria,enunciado,media,n,rank,tema
Letras-Português (Licenciatura) (1158116),UFCG,PB,32,Aprendizagem além do técnico,No curso você teve oportunidade de aprender a trabalhar em equipe.,5.233333333333333,30,18,Trabalhar em equipe
Geografia (Licenciatura) (13407),UFCG,PB,36,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua capacidade de aprender e atualizar-se permanentemente.,5.232558139534884,43,10,Capacidade de se atualizar
Geografia (Licenciatura) (13407),UFCG,PB,51,Outros,As atividades realizadas durante seu trabalho de conclusão de curso contribuíram para qualificar sua formação profissional,5.228571428571429,35,15,TCC
Engenharia de Alimentos (112294),UFCG,PB,51,Outros,As atividades realizadas durante seu trabalho de conclusão de curso contribuíram para qualificar sua formação profissional,5.225806451612903,31,16,TCC
Letras-Português (Licenciatura) (1158116),UFCG,PB,29,Aprendizagem além do técnico,As metodologias de ensino utilizadas no curso desafiaram você a aprofundar conhecimentos e desenvolver competências reflexivas e críticas.,5.225806451612903,31,5,Metodologias de ensino
Pedagogia (Licenciatura) (13410),UFCG,PB,44,Curso em geral,Foram oferecidas oportunidades para os estudantes participarem de projetos de iniciação científica e de atividades que estimularam a investigação acadêmica.,5.223529411764706,85,8,Iniciação científica
Engenharia (1106561),UFCG,PB,61,Infraestrutura,As condições de infraestrutura das salas de aula foram adequadas.,5.222222222222222,27,7,Salas de aula
Engenharia (1106561),UFCG,PB,35,Aprendizagem além do técnico,O curso contribuiu para você ampliar sua capacidade de comunicação nas formas oral e escrita.,5.222222222222221,27,18,Comunicação oral e escrita
Engenharia (1106561),UFCG,PB,36,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua capacidade de aprender e atualizar-se permanentemente.,5.222222222222221,27,11,Capacidade de se atualizar
História (Licenciatura) (13405),UFCG,PB,50,Outros,O estágio supervisionado proporcionou experiências diversificadas para a sua formação.,5.219178082191781,73,13,Estágio
Ciências Biológicas (Licenciatura) (1152882),UFCG,PB,66,Aprendizagem além do técnico,"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",5.21875,32,11,Diversidade
Engenharia (13445),UFCG,PB,27,Aprendizagem além do técnico,"As disciplinas cursadas contribuíram para sua formação integral, como cidadão e profissional.",5.21875,32,14,Formação cidadã e profissional
Geografia (Licenciatura) (120777),UFCG,PB,28,Aprendizagem além do técnico,Os conteúdos abordados nas disciplinas do curso favoreceram sua atuação em estágios ou em atividades de iniciação profissional.,5.213114754098361,61,5,Conteúdo útil p/ prática
Ciências Sociais (Licenciatura) (1106595),UFCG,PB,41,Curso em geral,A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,5.212765957446808,47,9,Coordenação disponível
Química (Licenciatura) (1152881),UFCG,PB,36,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua capacidade de aprender e atualizar-se permanentemente.,5.212121212121212,33,12,Capacidade de se atualizar
Geografia (Licenciatura) (13407),UFCG,PB,58,"Ensino, apoio e avaliacão","Os professores utilizaram tecnologias da informação e comunicação (TICs) como estratégia de ensino (projetor multimídia, laboratório de informática, ambiente virtual de aprendizagem).",5.209302325581396,43,11,TICs no ensino
Engenharia de Alimentos (112294),UFCG,PB,58,"Ensino, apoio e avaliacão","Os professores utilizaram tecnologias da informação e comunicação (TICs) como estratégia de ensino (projetor multimídia, laboratório de informática, ambiente virtual de aprendizagem).",5.209302325581395,43,12,TICs no ensino
Ciência Da Computação (Bacharelado) (13446),UFCG,PB,56,"Ensino, apoio e avaliacão",Os professores apresentaram disponibilidade para atender os estudantes fora do horário das aulas.,5.208955223880597,67,2,Disponibilidade dos profs
Química (Licenciatura) (99808),UFCG,PB,39,"Ensino, apoio e avaliacão",As referências bibliográficas indicadas pelos professores nos planos de ensino contribuíram para seus estudos e aprendizagens.,5.208333333333333,24,6,Bibliografia
Química (Licenciatura) (99808),UFCG,PB,67,Infraestrutura,"A instituição promoveu atividades de cultura, de lazer e de interação social.",5.208333333333333,24,2,Atividades de cultura lazer
História (Licenciatura) (13405),UFCG,PB,36,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua capacidade de aprender e atualizar-se permanentemente.,5.205479452054794,73,13,Capacidade de se atualizar
Letras-Português (Licenciatura) (1160083),UFCG,PB,60,Curso em geral,O curso disponibilizou monitores ou tutores para auxiliar os estudantes.,5.204545454545454,44,11,Monitores
Pedagogia (Licenciatura) (13410),UFCG,PB,55,"Ensino, apoio e avaliacão",As avaliações da aprendizagem realizadas durante o curso foram compatíveis com os conteúdos ou temas trabalhados pelos professores.,5.204545454545454,88,3,Avaliações
Ciência Da Computação (Bacharelado) (13446),UFCG,PB,55,"Ensino, apoio e avaliacão",As avaliações da aprendizagem realizadas durante o curso foram compatíveis com os conteúdos ou temas trabalhados pelos professores.,5.2,65,4,Avaliações
Engenharia (118562),UFCG,PB,35,Aprendizagem além do técnico,O curso contribuiu para você ampliar sua capacidade de comunicação nas formas oral e escrita.,5.2,30,19,Comunicação oral e escrita
História (Licenciatura) (13449),UFCG,PB,57,"Ensino, apoio e avaliacão",Os professores demonstraram domínio dos conteúdos abordados nas disciplinas.,5.2,75,17,Profs dominam assunto
Química (Licenciatura) (99808),UFCG,PB,33,Aprendizagem além do técnico,O curso possibilitou aumentar sua capacidade de reflexão e argumentação.,5.2,25,20,Reflexão e argumentação
Química (Licenciatura) (99808),UFCG,PB,29,Aprendizagem além do técnico,As metodologias de ensino utilizadas no curso desafiaram você a aprofundar conhecimentos e desenvolver competências reflexivas e críticas.,5.199999999999999,25,6,Metodologias de ensino
Química (Licenciatura) (99808),UFCG,PB,34,Aprendizagem além do técnico,"O curso promoveu o desenvolvimento da sua capacidade de pensar criticamente, analisar e refletir sobre soluções para problemas da sociedade.",5.199999999999999,25,18,Pensamento crítico
Química (Licenciatura) (99808),UFCG,PB,51,Outros,As atividades realizadas durante seu trabalho de conclusão de curso contribuíram para qualificar sua formação profissional,5.199999999999999,20,17,TCC
Ciência Da Computação (Bacharelado) (13446),UFCG,PB,42,Curso em geral,O curso exigiu de você organização e dedicação frequente aos estudos.,5.196969696969697,66,26,Exigiu org. e dedicação
Engenharia de Produção (79570),UFCG,PB,32,Aprendizagem além do técnico,No curso você teve oportunidade de aprender a trabalhar em equipe.,5.196078431372549,51,19,Trabalhar em equipe
Geografia (Licenciatura) (120777),UFCG,PB,32,Aprendizagem além do técnico,No curso você teve oportunidade de aprender a trabalhar em equipe.,5.193548387096775,62,20,Trabalhar em equipe
Letras-Português (Licenciatura) (1160083),UFCG,PB,63,Infraestrutura,Os ambientes e equipamentos destinados às aulas práticas foram adequados ao curso.,5.1923076923076925,26,1,Ambiente p/ aulas práticas
Engenharia (13444),UFCG,PB,56,"Ensino, apoio e avaliacão",Os professores apresentaram disponibilidade para atender os estudantes fora do horário das aulas.,5.190476190476191,21,3,Disponibilidade dos profs
Engenharia de Alimentos (112294),UFCG,PB,31,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua consciência ética para o exercício profissional.,5.190476190476191,42,16,Consciência ética
Engenharia Florestal (13456),UFCG,PB,45,Curso em geral,O curso ofereceu condições para os estudantes participarem de eventos internos e/ou externos à instituição.,5.190476190476191,21,5,Eventos
Engenharia Florestal (13456),UFCG,PB,55,"Ensino, apoio e avaliacão",As avaliações da aprendizagem realizadas durante o curso foram compatíveis com os conteúdos ou temas trabalhados pelos professores.,5.190476190476191,21,5,Avaliações
Engenharia (13444),UFCG,PB,27,Aprendizagem além do técnico,"As disciplinas cursadas contribuíram para sua formação integral, como cidadão e profissional.",5.19047619047619,21,15,Formação cidadã e profissional
Engenharia (13444),UFCG,PB,36,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua capacidade de aprender e atualizar-se permanentemente.,5.19047619047619,21,14,Capacidade de se atualizar
Engenharia (13444),UFCG,PB,59,Infraestrutura,A instituição dispôs de quantidade suficiente de funcionários para o apoio administrativo e acadêmico.,5.19047619047619,21,2,Quant. de Funcionários
Engenharia Ambiental (112282),UFCG,PB,35,Aprendizagem além do técnico,O curso contribuiu para você ampliar sua capacidade de comunicação nas formas oral e escrita.,5.1875,48,20,Comunicação oral e escrita
Letras-Português (Licenciatura) (1160083),UFCG,PB,58,"Ensino, apoio e avaliacão","Os professores utilizaram tecnologias da informação e comunicação (TICs) como estratégia de ensino (projetor multimídia, laboratório de informática, ambiente virtual de aprendizagem).",5.186046511627907,43,13,TICs no ensino
Arquitetura e Urbanismo (1129147),UFCG,PB,50,Outros,O estágio supervisionado proporcionou experiências diversificadas para a sua formação.,5.184210526315789,38,14,Estágio
Engenharia de Alimentos (112294),UFCG,PB,36,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua capacidade de aprender e atualizar-se permanentemente.,5.181818181818182,44,15,Capacidade de se atualizar
Pedagogia (Licenciatura) (13452),UFCG,PB,47,Curso em geral,O curso favoreceu a articulação do conhecimento teórico com atividades práticas.,5.178571428571429,28,3,Teoria e prática
Geografia (Licenciatura) (120777),UFCG,PB,49,Curso em geral,O curso propiciou acesso a conhecimentos atualizados e/ou contemporâneos em sua área de formação.,5.17741935483871,62,7,Conteúdo atualizado
Ciência Da Computação (Bacharelado) (13446),UFCG,PB,51,Outros,As atividades realizadas durante seu trabalho de conclusão de curso contribuíram para qualificar sua formação profissional,5.1764705882352935,34,18,TCC
Letras-Português (Licenciatura) (1158116),UFCG,PB,44,Curso em geral,Foram oferecidas oportunidades para os estudantes participarem de projetos de iniciação científica e de atividades que estimularam a investigação acadêmica.,5.172413793103448,29,9,Iniciação científica
Ciências Sociais (Licenciatura) (1106595),UFCG,PB,38,"Ensino, apoio e avaliacão",Os planos de ensino apresentados pelos professores contribuíram para o desenvolvimento das atividades acadêmicas e para seus estudos.,5.170212765957447,47,2,Planos de ensino
Geografia (Licenciatura) (13407),UFCG,PB,60,Curso em geral,O curso disponibilizou monitores ou tutores para auxiliar os estudantes.,5.166666666666666,42,12,Monitores
Letras-Português (Licenciatura) (1158116),UFCG,PB,45,Curso em geral,O curso ofereceu condições para os estudantes participarem de eventos internos e/ou externos à instituição.,5.166666666666666,30,6,Eventos
Geografia (Licenciatura) (13407),UFCG,PB,39,"Ensino, apoio e avaliacão",As referências bibliográficas indicadas pelos professores nos planos de ensino contribuíram para seus estudos e aprendizagens.,5.162790697674419,43,7,Bibliografia
Ciências Biológicas (Licenciatura) (1152882),UFCG,PB,44,Curso em geral,Foram oferecidas oportunidades para os estudantes participarem de projetos de iniciação científica e de atividades que estimularam a investigação acadêmica.,5.161290322580645,31,10,Iniciação científica
Engenharia (13445),UFCG,PB,36,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua capacidade de aprender e atualizar-se permanentemente.,5.161290322580645,31,16,Capacidade de se atualizar
Letras-Português (Licenciatura) (1158116),UFCG,PB,30,"Ensino, apoio e avaliacão",O curso propiciou experiências de aprendizagem inovadoras.,5.161290322580645,31,7,Aprendizagem inovadora
Letras-Português (Licenciatura) (1158116),UFCG,PB,39,"Ensino, apoio e avaliacão",As referências bibliográficas indicadas pelos professores nos planos de ensino contribuíram para seus estudos e aprendizagens.,5.161290322580645,31,8,Bibliografia
Letras-Português (Licenciatura) (1158116),UFCG,PB,56,"Ensino, apoio e avaliacão",Os professores apresentaram disponibilidade para atender os estudantes fora do horário das aulas.,5.161290322580645,31,4,Disponibilidade dos profs
Letras-Português (Licenciatura) (1158116),UFCG,PB,60,Curso em geral,O curso disponibilizou monitores ou tutores para auxiliar os estudantes.,5.161290322580645,31,13,Monitores
Química (Licenciatura) (99808),UFCG,PB,37,"Ensino, apoio e avaliacão",As relações professor-aluno ao longo do curso estimularam você a estudar e aprender.,5.16,25,2,Relações professor-aluno
Engenharia de Alimentos (112294),UFCG,PB,34,Aprendizagem além do técnico,"O curso promoveu o desenvolvimento da sua capacidade de pensar criticamente, analisar e refletir sobre soluções para problemas da sociedade.",5.159090909090909,44,19,Pensamento crítico
Engenharia Química (13441),UFCG,PB,51,Outros,As atividades realizadas durante seu trabalho de conclusão de curso contribuíram para qualificar sua formação profissional,5.159090909090909,44,19,TCC
História (Licenciatura) (13405),UFCG,PB,27,Aprendizagem além do técnico,"As disciplinas cursadas contribuíram para sua formação integral, como cidadão e profissional.",5.157142857142857,70,16,Formação cidadã e profissional
Ciências Biológicas (Licenciatura) (1152882),UFCG,PB,36,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua capacidade de aprender e atualizar-se permanentemente.,5.15625,32,17,Capacidade de se atualizar
Engenharia (13445),UFCG,PB,39,"Ensino, apoio e avaliacão",As referências bibliográficas indicadas pelos professores nos planos de ensino contribuíram para seus estudos e aprendizagens.,5.15625,32,9,Bibliografia
Química (Licenciatura) (1152881),UFCG,PB,68,Infraestrutura,"A instituição dispôs de refeitório, cantina e banheiros em condições adequadas que atenderam as necessidades dos seus usuários.",5.15625,32,3,"Refeitório, cantina e banheiros"
Engenharia (1106561),UFCG,PB,58,"Ensino, apoio e avaliacão","Os professores utilizaram tecnologias da informação e comunicação (TICs) como estratégia de ensino (projetor multimídia, laboratório de informática, ambiente virtual de aprendizagem).",5.153846153846154,26,14,TICs no ensino
Química (Licenciatura) (1152881),UFCG,PB,28,Aprendizagem além do técnico,Os conteúdos abordados nas disciplinas do curso favoreceram sua atuação em estágios ou em atividades de iniciação profissional.,5.151515151515151,33,6,Conteúdo útil p/ prática
Geografia (Licenciatura) (13407),UFCG,PB,43,Curso em geral,"Foram oferecidas oportunidades para os estudantes participarem de programas, projetos ou atividades de extensão universitária.",5.1499999999999995,40,9,Oport. de extensão
Ciências Biológicas (Licenciatura) (99804),UFCG,PB,55,"Ensino, apoio e avaliacão",As avaliações da aprendizagem realizadas durante o curso foram compatíveis com os conteúdos ou temas trabalhados pelos professores.,5.148148148148148,54,6,Avaliações
Engenharia (1106561),UFCG,PB,33,Aprendizagem além do técnico,O curso possibilitou aumentar sua capacidade de reflexão e argumentação.,5.148148148148148,27,21,Reflexão e argumentação
Engenharia Ambiental (112282),UFCG,PB,36,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua capacidade de aprender e atualizar-se permanentemente.,5.145833333333333,48,18,Capacidade de se atualizar
Arquitetura e Urbanismo (1129147),UFCG,PB,44,Curso em geral,Foram oferecidas oportunidades para os estudantes participarem de projetos de iniciação científica e de atividades que estimularam a investigação acadêmica.,5.142857142857143,49,11,Iniciação científica
Ciências Biológicas (Licenciatura) (99802),UFCG,PB,28,Aprendizagem além do técnico,Os conteúdos abordados nas disciplinas do curso favoreceram sua atuação em estágios ou em atividades de iniciação profissional.,5.142857142857143,35,7,Conteúdo útil p/ prática
Ciências Biológicas (Licenciatura) (99802),UFCG,PB,29,Aprendizagem além do técnico,As metodologias de ensino utilizadas no curso desafiaram você a aprofundar conhecimentos e desenvolver competências reflexivas e críticas.,5.142857142857143,35,7,Metodologias de ensino
Arquitetura e Urbanismo (1129147),UFCG,PB,36,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua capacidade de aprender e atualizar-se permanentemente.,5.142857142857142,49,19,Capacidade de se atualizar
Arquitetura e Urbanismo (1129147),UFCG,PB,57,"Ensino, apoio e avaliacão",Os professores demonstraram domínio dos conteúdos abordados nas disciplinas.,5.142857142857142,49,18,Profs dominam assunto
Arquitetura e Urbanismo (1129147),UFCG,PB,60,Curso em geral,O curso disponibilizou monitores ou tutores para auxiliar os estudantes.,5.142857142857142,49,14,Monitores
Ciências Biológicas (Licenciatura) (99802),UFCG,PB,36,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua capacidade de aprender e atualizar-se permanentemente.,5.142857142857142,35,20,Capacidade de se atualizar
Engenharia Florestal (13456),UFCG,PB,68,Infraestrutura,"A instituição dispôs de refeitório, cantina e banheiros em condições adequadas que atenderam as necessidades dos seus usuários.",5.142857142857142,21,4,"Refeitório, cantina e banheiros"
Pedagogia (Licenciatura) (13452),UFCG,PB,59,Infraestrutura,A instituição dispôs de quantidade suficiente de funcionários para o apoio administrativo e acadêmico.,5.142857142857142,28,3,Quant. de Funcionários
Pedagogia (Licenciatura) (13452),UFCG,PB,37,"Ensino, apoio e avaliacão",As relações professor-aluno ao longo do curso estimularam você a estudar e aprender.,5.137931034482759,29,3,Relações professor-aluno
Engenharia Mecânica (13442),UFCG,PB,51,Outros,As atividades realizadas durante seu trabalho de conclusão de curso contribuíram para qualificar sua formação profissional,5.136363636363637,44,20,TCC
Engenharia Química (13441),UFCG,PB,33,Aprendizagem além do técnico,O curso possibilitou aumentar sua capacidade de reflexão e argumentação.,5.134328358208955,67,22,Reflexão e argumentação
Letras-Português (Licenciatura) (1158116),UFCG,PB,55,"Ensino, apoio e avaliacão",As avaliações da aprendizagem realizadas durante o curso foram compatíveis com os conteúdos ou temas trabalhados pelos professores.,5.129032258064517,31,7,Avaliações
Ciências Biológicas (Licenciatura) (1152882),UFCG,PB,30,"Ensino, apoio e avaliacão",O curso propiciou experiências de aprendizagem inovadoras.,5.125,32,8,Aprendizagem inovadora
Ciências Biológicas (Licenciatura) (1152882),UFCG,PB,49,Curso em geral,O curso propiciou acesso a conhecimentos atualizados e/ou contemporâneos em sua área de formação.,5.125,32,8,Conteúdo atualizado
Engenharia (118562),UFCG,PB,42,Curso em geral,O curso exigiu de você organização e dedicação frequente aos estudos.,5.125,32,27,Exigiu org. e dedicação
Engenharia (13445),UFCG,PB,33,Aprendizagem além do técnico,O curso possibilitou aumentar sua capacidade de reflexão e argumentação.,5.125,32,23,Reflexão e argumentação
Química (Licenciatura) (1152881),UFCG,PB,55,"Ensino, apoio e avaliacão",As avaliações da aprendizagem realizadas durante o curso foram compatíveis com os conteúdos ou temas trabalhados pelos professores.,5.121212121212121,33,8,Avaliações
Ciências Biológicas (Licenciatura) (99802),UFCG,PB,43,Curso em geral,"Foram oferecidas oportunidades para os estudantes participarem de programas, projetos ou atividades de extensão universitária.",5.114285714285714,35,10,Oport. de extensão
Pedagogia (Licenciatura) (13410),UFCG,PB,39,"Ensino, apoio e avaliacão",As referências bibliográficas indicadas pelos professores nos planos de ensino contribuíram para seus estudos e aprendizagens.,5.113636363636363,88,10,Bibliografia
Geografia (Licenciatura) (120777),UFCG,PB,60,Curso em geral,O curso disponibilizou monitores ou tutores para auxiliar os estudantes.,5.112903225806452,62,15,Monitores
Engenharia Ambiental (112282),UFCG,PB,59,Infraestrutura,A instituição dispôs de quantidade suficiente de funcionários para o apoio administrativo e acadêmico.,5.1063829787234045,47,4,Quant. de Funcionários
Engenharia Ambiental (112282),UFCG,PB,32,Aprendizagem além do técnico,No curso você teve oportunidade de aprender a trabalhar em equipe.,5.104166666666667,48,21,Trabalhar em equipe
Letras-Português (Licenciatura) (1160083),UFCG,PB,54,Curso em geral,"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",5.102564102564103,39,3,Particip. em avaliações do curso
Arquitetura e Urbanismo (1129147),UFCG,PB,27,Aprendizagem além do técnico,"As disciplinas cursadas contribuíram para sua formação integral, como cidadão e profissional.",5.1020408163265305,49,17,Formação cidadã e profissional
Engenharia (13445),UFCG,PB,34,Aprendizagem além do técnico,"O curso promoveu o desenvolvimento da sua capacidade de pensar criticamente, analisar e refletir sobre soluções para problemas da sociedade.",5.096774193548387,31,20,Pensamento crítico
Engenharia (13444),UFCG,PB,28,Aprendizagem além do técnico,Os conteúdos abordados nas disciplinas do curso favoreceram sua atuação em estágios ou em atividades de iniciação profissional.,5.095238095238095,21,8,Conteúdo útil p/ prática
Engenharia (13444),UFCG,PB,58,"Ensino, apoio e avaliacão","Os professores utilizaram tecnologias da informação e comunicação (TICs) como estratégia de ensino (projetor multimídia, laboratório de informática, ambiente virtual de aprendizagem).",5.095238095238095,21,15,TICs no ensino
Engenharia Florestal (13456),UFCG,PB,44,Curso em geral,Foram oferecidas oportunidades para os estudantes participarem de projetos de iniciação científica e de atividades que estimularam a investigação acadêmica.,5.095238095238095,21,12,Iniciação científica
Ciências Biológicas (Licenciatura) (1152882),UFCG,PB,39,"Ensino, apoio e avaliacão",As referências bibliográficas indicadas pelos professores nos planos de ensino contribuíram para seus estudos e aprendizagens.,5.09375,32,11,Bibliografia
Engenharia (118562),UFCG,PB,41,Curso em geral,A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,5.09375,32,10,Coordenação disponível
Engenharia (13445),UFCG,PB,58,"Ensino, apoio e avaliacão","Os professores utilizaram tecnologias da informação e comunicação (TICs) como estratégia de ensino (projetor multimídia, laboratório de informática, ambiente virtual de aprendizagem).",5.09375,32,16,TICs no ensino
Geografia (Licenciatura) (13407),UFCG,PB,31,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua consciência ética para o exercício profissional.,5.093023255813954,43,17,Consciência ética
Pedagogia (Licenciatura) (13410),UFCG,PB,45,Curso em geral,O curso ofereceu condições para os estudantes participarem de eventos internos e/ou externos à instituição.,5.091954022988506,87,7,Eventos
Química (Licenciatura) (1152881),UFCG,PB,39,"Ensino, apoio e avaliacão",As referências bibliográficas indicadas pelos professores nos planos de ensino contribuíram para seus estudos e aprendizagens.,5.090909090909091,33,12,Bibliografia
Química (Licenciatura) (1152881),UFCG,PB,56,"Ensino, apoio e avaliacão",Os professores apresentaram disponibilidade para atender os estudantes fora do horário das aulas.,5.090909090909091,33,5,Disponibilidade dos profs
Ciência Da Computação (Bacharelado) (13446),UFCG,PB,45,Curso em geral,O curso ofereceu condições para os estudantes participarem de eventos internos e/ou externos à instituição.,5.08955223880597,67,8,Eventos
Ciência Da Computação (Bacharelado) (13446),UFCG,PB,53,Curso em geral,Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,5.08955223880597,67,1,Oport. Intercâmbio exterior
Engenharia Ambiental (112282),UFCG,PB,31,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua consciência ética para o exercício profissional.,5.083333333333333,48,18,Consciência ética
Química (Licenciatura) (99808),UFCG,PB,59,Infraestrutura,A instituição dispôs de quantidade suficiente de funcionários para o apoio administrativo e acadêmico.,5.08,25,5,Quant. de Funcionários
Química (Licenciatura) (99808),UFCG,PB,64,Infraestrutura,A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,5.08,25,2,Biblioteca
Engenharia (1106561),UFCG,PB,64,Infraestrutura,A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,5.074074074074074,27,3,Biblioteca
Letras-Português (Licenciatura) (1160083),UFCG,PB,62,Infraestrutura,Os equipamentos e materiais disponíveis para as aulas práticas foram adequados para a quantidade de estudantes.,5.0740740740740735,27,1,Equipamentos suficientes
Engenharia Química (13441),UFCG,PB,39,"Ensino, apoio e avaliacão",As referências bibliográficas indicadas pelos professores nos planos de ensino contribuíram para seus estudos e aprendizagens.,5.073529411764706,68,13,Bibliografia
Geografia (Licenciatura) (13407),UFCG,PB,27,Aprendizagem além do técnico,"As disciplinas cursadas contribuíram para sua formação integral, como cidadão e profissional.",5.069767441860465,43,18,Formação cidadã e profissional
Geografia (Licenciatura) (13407),UFCG,PB,32,Aprendizagem além do técnico,No curso você teve oportunidade de aprender a trabalhar em equipe.,5.069767441860465,43,22,Trabalhar em equipe
Geografia (Licenciatura) (13407),UFCG,PB,61,Infraestrutura,As condições de infraestrutura das salas de aula foram adequadas.,5.069767441860465,43,8,Salas de aula
Pedagogia (Licenciatura) (13410),UFCG,PB,37,"Ensino, apoio e avaliacão",As relações professor-aluno ao longo do curso estimularam você a estudar e aprender.,5.069767441860465,86,4,Relações professor-aluno
Engenharia Civil (13439),UFCG,PB,60,Curso em geral,O curso disponibilizou monitores ou tutores para auxiliar os estudantes.,5.068181818181818,88,16,Monitores
Geografia (Licenciatura) (120777),UFCG,PB,36,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua capacidade de aprender e atualizar-se permanentemente.,5.066666666666667,60,21,Capacidade de se atualizar
Ciências Biológicas (Licenciatura) (1152882),UFCG,PB,59,Infraestrutura,A instituição dispôs de quantidade suficiente de funcionários para o apoio administrativo e acadêmico.,5.066666666666666,30,6,Quant. de Funcionários
Engenharia de Produção (79570),UFCG,PB,50,Outros,O estágio supervisionado proporcionou experiências diversificadas para a sua formação.,5.066666666666666,30,15,Estágio
Letras-Português (Licenciatura) (1158116),UFCG,PB,49,Curso em geral,O curso propiciou acesso a conhecimentos atualizados e/ou contemporâneos em sua área de formação.,5.066666666666666,30,9,Conteúdo atualizado
Letras-Português (Licenciatura) (1158116),UFCG,PB,41,Curso em geral,A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,5.064516129032258,31,11,Coordenação disponível
Química (Licenciatura) (1152881),UFCG,PB,59,Infraestrutura,A instituição dispôs de quantidade suficiente de funcionários para o apoio administrativo e acadêmico.,5.064516129032258,31,7,Quant. de Funcionários
Ciências Biológicas (Licenciatura) (1152882),UFCG,PB,28,Aprendizagem além do técnico,Os conteúdos abordados nas disciplinas do curso favoreceram sua atuação em estágios ou em atividades de iniciação profissional.,5.0625,32,9,Conteúdo útil p/ prática
Ciências Biológicas (Licenciatura) (1152882),UFCG,PB,47,Curso em geral,O curso favoreceu a articulação do conhecimento teórico com atividades práticas.,5.0625,32,4,Teoria e prática
Ciências Biológicas (Licenciatura) (1152882),UFCG,PB,56,"Ensino, apoio e avaliacão",Os professores apresentaram disponibilidade para atender os estudantes fora do horário das aulas.,5.0625,32,6,Disponibilidade dos profs
Engenharia (13445),UFCG,PB,35,Aprendizagem além do técnico,O curso contribuiu para você ampliar sua capacidade de comunicação nas formas oral e escrita.,5.0625,32,21,Comunicação oral e escrita
Pedagogia (Licenciatura) (13410),UFCG,PB,59,Infraestrutura,A instituição dispôs de quantidade suficiente de funcionários para o apoio administrativo e acadêmico.,5.060975609756098,82,8,Quant. de Funcionários
Engenharia Química (13441),UFCG,PB,35,Aprendizagem além do técnico,O curso contribuiu para você ampliar sua capacidade de comunicação nas formas oral e escrita.,5.059701492537314,67,22,Comunicação oral e escrita
Ciências Biológicas (Licenciatura) (99802),UFCG,PB,30,"Ensino, apoio e avaliacão",O curso propiciou experiências de aprendizagem inovadoras.,5.057142857142858,35,9,Aprendizagem inovadora
Ciências Biológicas (Licenciatura) (99804),UFCG,PB,47,Curso em geral,O curso favoreceu a articulação do conhecimento teórico com atividades práticas.,5.056603773584905,53,5,Teoria e prática
História (Licenciatura) (13405),UFCG,PB,39,"Ensino, apoio e avaliacão",As referências bibliográficas indicadas pelos professores nos planos de ensino contribuíram para seus estudos e aprendizagens.,5.054794520547945,73,14,Bibliografia
História (Licenciatura) (13449),UFCG,PB,36,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua capacidade de aprender e atualizar-se permanentemente.,5.054054054054054,74,22,Capacidade de se atualizar
Engenharia Florestal (13456),UFCG,PB,29,Aprendizagem além do técnico,As metodologias de ensino utilizadas no curso desafiaram você a aprofundar conhecimentos e desenvolver competências reflexivas e críticas.,5.05,20,8,Metodologias de ensino
Geografia (Licenciatura) (120777),UFCG,PB,43,Curso em geral,"Foram oferecidas oportunidades para os estudantes participarem de programas, projetos ou atividades de extensão universitária.",5.049180327868853,61,11,Oport. de extensão
Geografia (Licenciatura) (120777),UFCG,PB,47,Curso em geral,O curso favoreceu a articulação do conhecimento teórico com atividades práticas.,5.048387096774194,62,6,Teoria e prática
Geografia (Licenciatura) (120777),UFCG,PB,41,Curso em geral,A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,5.048387096774193,62,12,Coordenação disponível
